instant,cnt
16697,251
16698,275
16699,303
16700,328
16701,349
16702,369
16703,380
16704,376
16705,372
16706,314
16707,339
16708,323
16709,316
16710,14
16711,36
16712,56
16713,61
16714,82
16715,106
16716,122
16717,161
16718,168
16719,207
16720,227
16721,250
16722,275
16723,283
16724,308
16725,332
16726,366
16727,383
16728,386
16729,375
16730,351
16731,348
16732,346
16733,358
16734,23
16735,45
16736,63
16737,85
16738,104
16739,128
16740,117
16741,138
16742,174
16743,197
16744,217
16745,255
16746,277
16747,299
16748,321
16749,344
16750,364
16751,383
16752,389
16753,365
16754,335
16755,332
16756,319
16757,305
16758,13
16759,34
16760,53
16761,74
16762,93
16763,115
16764,136
16765,158
16766,179
16767,203
16768,223
16769,247
16770,274
16771,296
16772,312
16773,327
16774,330
16775,325
16776,315
16777,296
16778,254
16779,248
16780,271
16781,266
16782,10
16783,14
16784,38
16785,55
16786,94
16787,99
16788,121
16789,125
16790,164
16791,185
16792,207
16793,228
16794,250
16795,268
16796,273
16797,280
16798,318
16799,296
16800,299
16801,291
16802,260
16803,274
16804,269
16805,264
16806,0
16807,19
16808,40
16809,62
16810,85
16811,104
16812,125
16813,145
16814,169
16815,191
16816,213
16817,235
16818,254
16819,266
16820,276
16821,325
16822,328
16823,311
16824,318
16825,312
16826,255
16827,252
16828,265
16829,261
16830,0
16831,21
16832,42
16833,63
16834,82
16835,105
16836,109
16837,130
16838,152
16839,187
16840,208
16841,229
16842,251
16843,269
16844,276
16845,225
16846,226
16847,226
16848,228
16849,239
16850,223
16851,248
16852,219
16853,209
16854,-22
16855,15
16856,37
16857,58
16858,79
16859,100
16860,121
16861,141
16862,162
16863,184
16864,207
16865,214
16866,233
16867,245
16868,294
16869,316
16870,322
16871,332
16872,327
16873,384
16874,351
16875,311
16876,329
16877,337
16878,-16
16879,35
16880,42
16881,43
16882,79
16883,84
16884,121
16885,157
16886,166
16887,201
16888,225
16889,232
16890,251
16891,278
16892,299
16893,309
16894,315
16895,328
16896,324
16897,320
16898,315
16899,312
16900,298
16901,294
16902,16
16903,32
16904,55
16905,75
16906,99
16907,116
16908,121
16909,143
16910,164
16911,187
16912,210
16913,233
16914,260
16915,279
16916,285
16917,293
16918,298
16919,289
16920,294
16921,283
16922,314
16923,279
16924,273
16925,259
16926,0
16927,19
16928,38
16929,59
16930,81
16931,103
16932,138
16933,157
16934,179
16935,203
16936,228
16937,251
16938,273
16939,297
16940,318
16941,338
16942,340
16943,334
16944,333
16945,320
16946,312
16947,298
16948,282
16949,275
16950,11
16951,31
16952,54
16953,72
16954,92
16955,114
16956,130
16957,155
16958,177
16959,198
16960,218
16961,246
16962,273
16963,293
16964,319
16965,340
16966,345
16967,328
16968,343
16969,329
16970,315
16971,294
16972,279
16973,276
16974,18
16975,18
16976,56
16977,61
16978,78
16979,105
16980,125
16981,145
16982,167
16983,203
16984,229
16985,253
16986,279
16987,297
16988,321
16989,340
16990,343
16991,349
16992,335
16993,315
16994,289
16995,306
16996,305
16997,269
16998,5
16999,5
17000,39
17001,58
17002,82
17003,103
17004,124
17005,144
17006,165
17007,186
17008,207
17009,228
17010,252
17011,273
17012,281
17013,280
17014,281
17015,283
17016,247
17017,288
17018,267
17019,249
17020,276
17021,240
17022,-1
17023,17
17024,38
17025,59
17026,63
17027,103
17028,119
17029,141
17030,165
17031,188
17032,207
17033,230
17034,252
17035,271
17036,282
17037,290
17038,258
17039,299
17040,293
17041,306
17042,305
17043,293
17044,289
17045,261
17046,-1
17047,19
17048,40
17049,76
17050,99
17051,118
17052,135
17053,156
17054,181
17055,203
17056,229
17057,253
17058,247
17059,301
17060,316
17061,338
17062,359
17063,372
17064,364
17065,363
17066,333
17067,329
17068,305
17069,305
17070,16
17071,35
17072,55
17073,72
17074,92
17075,115
17076,135
17077,156
17078,174
17079,200
17080,224
17081,252
17082,272
17083,296
17084,317
17085,337
17086,358
17087,368
17088,365
17089,362
17090,331
17091,314
17092,307
17093,295
17094,16
17095,38
17096,59
17097,61
17098,82
17099,103
17100,127
17101,147
17102,168
17103,189
17104,212
17105,232
17106,256
17107,274
17108,287
17109,285
17110,294
17111,287
17112,285
17113,249
17114,245
17115,246
17116,239
17117,270
17118,-18
17119,1
17120,22
17121,43
17122,77
17123,97
17124,120
17125,143
17126,158
17127,177
17128,220
17129,199
17130,205
17131,213
17132,221
17133,214
17134,215
17135,187
17136,182
17137,223
17138,221
17139,213
17140,200
17141,196
17142,11
17143,34
17144,54
17145,75
17146,100
17147,118
17148,140
17149,161
17150,176
17151,185
17152,195
17153,216
17154,237
17155,247
17156,251
17157,257
17158,242
17159,220
17160,211
17161,194
17162,184
17163,174
17164,170
17165,156
17166,10
17167,32
17168,52
17169,73
17170,95
17171,118
17172,129
17173,140
17174,142
17175,172
17176,185
17177,202
17178,234
17179,244
17180,253
17181,242
17182,241
17183,218
17184,201
17185,186
17186,152
17187,133
17188,130
17189,118
17190,8
17191,29
17192,47
17193,69
17194,106
17195,132
17196,152
17197,168
17198,150
17199,163
17200,171
17201,187
17202,121
17203,118
17204,120
17205,121
17206,118
17207,116
17208,139
17209,106
17210,102
17211,126
17212,93
17213,-40
17214,-3
17215,17
17216,55
17217,59
17218,70
17219,81
17220,101
17221,104
17222,167
17223,183
17224,191
17225,246
17226,249
17227,230
17228,194
17229,174
17230,164
17231,158
17232,157
17233,141
17234,134
17235,126
17236,-6
17237,12
17238,33
17239,51
17240,87
17241,93
17242,109
17243,73
17244,80
17245,86
17246,92
17247,101
17248,108
17249,110
17250,106
17251,128
17252,129
17253,126
17254,135
17255,141
17256,143
17257,163
17258,109
17259,109
17260,-28
17261,-12
17262,25
17263,50
17264,69
17265,111
17266,128
17267,151
17268,171
17269,188
17270,206
17271,179
17272,236
17273,242
17274,190
17275,188
17276,190
17277,190
17278,172
17279,195
17280,189
17281,158
17282,153
17283,149
17284,-5
17285,30
17286,50
17287,57
17288,80
17289,100
17290,132
17291,151
17292,138
17293,147
17294,162
17295,178
17296,191
17297,197
17298,201
17299,199
17300,237
17301,202
17302,198
17303,162
17304,158
17305,149
17306,145
17307,144
17308,-2
17309,16
17310,39
17311,59
17312,76
17313,90
17314,106
17315,117
17316,119
17317,125
17318,98
17319,79
17320,71
17321,73
17322,134
17323,131
17324,193
17325,178
17326,192
17327,169
17328,185
17329,173
17330,160
17331,128
17332,-4
17333,13
17334,36
17335,56
17336,80
17337,101
17338,117
17339,155
17340,174
17341,185
17342,207
17343,216
17344,235
17345,254
17346,245
17347,225
17348,223
17349,202
17350,161
17351,191
17352,156
17353,131
17354,119
17355,114
17356,5
17357,26
17358,46
17359,68
17360,86
17361,107
17362,129
17363,144
17364,147
17365,134
17366,142
17367,161
17368,173
17369,193
17370,203
17371,203
17372,191
17373,186
17374,181
17375,168
17376,163
17377,178
17378,171
17379,157
